,addExpiresOrCacheControlHeaders,compressHttp,domainsNumber,dontResizeImageInBrowser,emptySrcTag,externalizeCss,externalizeJs,httpError,httpRequests,jsValidate,maxCookiesLength,minifiedJs,noRedirect,plugins,printStyleSheet,socialNetworkButton,styleSheets,useETags,useStandardTypefaces,viewport,serverResponseTime,mainthreadWorkBreakdown,bootupTime,fontDisplay,thirdPartySummary,thirdPartyFacades,lcpLazyLoaded,longTasks,nonCompositedAnimations,domSize,usesLongCacheTtl,usesResponsiveImages,offscreenImages,unusedCssRules,unusedJavascript,usesOptimizedImages,modernImageFormats,usesTextCompression,usesHttp2,efficientAnimatedContent,legacyJavascript,totalByteWeight,noDocumentWrite,layoutShiftElements,usesPassiveEventListeners
280,0,75,35,20,100,0,0,100,20,0,100,0,0,100,0,100,0,50,0,100,0,0,10,0,0,0,0,0,0,99,0,10,58,48,0,48,0,100,100,100,100,24,100,0,0
281,20,75,0,100,100,20,0,100,20,0,100,35,0,100,0,100,65,0,0,100,0,3,36,0,0,0,100,0,0,75,11,100,39,75,20,100,67,100,100,38,100,93,100,0,100
282,0,75,0,0,100,100,0,50,20,0,100,0,35,100,100,100,20,0,0,100,100,95,98,0,100,0,100,0,0,100,79,100,100,90,42,100,100,100,100,100,100,100,100,0,100
283,50,75,75,0,100,75,100,100,75,0,100,100,100,100,0,100,100,0,100,100,100,22,79,0,0,0,100,0,0,76,20,0,100,34,39,88,0,100,100,100,100,75,100,0,0
284,75,75,0,100,100,0,0,100,35,0,100,0,0,100,0,20,35,0,100,100,100,88,99,100,100,0,100,0,0,99,4,74,100,66,74,100,50,100,100,100,100,100,100,0,100
285,0,75,0,0,100,0,0,100,20,0,100,0,0,100,0,100,0,0,0,100,100,55,89,100,100,0,100,0,0,97,59,88,13,58,43,100,43,100,100,100,100,100,100,0,0
286,0,0,100,100,100,100,75,100,75,50,100,0,100,100,0,100,100,0,100,0,100,100,100,100,100,0,100,0,0,100,7,100,100,100,100,62,43,100,41,100,100,100,0,0,100
287,0,0,100,100,100,100,50,50,75,0,100,0,100,100,0,100,100,0,100,100,100,54,97,0,100,0,0,0,0,100,54,100,100,67,75,100,58,100,100,100,100,100,100,0,100
288,0,75,75,100,100,100,0,100,75,0,100,0,35,100,0,100,75,0,100,100,100,69,95,100,100,0,100,0,0,98,73,27,100,75,41,100,100,100,100,100,100,97,100,0,0
289,100,75,35,100,100,0,0,100,35,0,100,100,75,100,0,100,100,50,0,100,100,97,99,0,100,0,100,0,0,100,96,100,100,100,88,100,26,100,100,100,100,100,100,0,0
290,75,65,0,0,100,0,0,0,35,0,100,0,75,100,0,100,35,0,0,100,100,42,80,0,0,0,100,0,0,21,37,58,100,100,34,100,58,100,100,100,100,100,100,0,0
291,100,75,100,100,100,100,0,50,100,0,100,100,100,100,0,100,65,0,100,100,100,43,92,0,100,0,100,0,0,94,100,74,74,29,32,100,57,100,100,100,100,100,100,0,100
292,100,75,50,0,100,20,0,100,65,0,100,35,75,100,0,100,100,0,0,100,100,76,86,0,0,0,0,0,0,100,53,74,100,87,23,16,9,100,100,100,100,99,100,0,100
293,0,75,0,0,100,50,20,100,35,0,100,0,100,100,0,100,20,0,0,100,100,52,87,0,100,0,0,0,0,13,81,100,100,100,62,100,0,100,100,100,100,4,100,0,100
294,0,75,0,100,100,0,0,100,35,0,100,20,35,100,0,100,100,0,0,100,100,86,99,0,100,0,0,0,0,100,28,100,72,52,100,72,23,100,100,100,100,99,100,0,100
295,100,75,65,100,100,0,0,100,35,0,100,0,35,100,0,100,0,0,0,0,100,21,67,0,0,0,0,0,0,100,23,100,100,58,18,100,24,100,24,100,100,97,100,0,0
296,100,75,0,0,100,20,0,100,65,0,100,35,75,100,0,100,75,0,0,100,100,83,96,0,100,0,100,0,0,98,0,100,100,74,45,0,0,100,100,100,100,23,100,0,100
297,0,75,0,20,100,20,100,100,35,0,100,100,75,100,0,100,0,0,0,100,0,100,100,100,0,0,0,0,0,100,52,100,100,100,100,100,100,100,50,100,100,100,100,0,100
298,0,75,0,0,100,0,0,100,20,0,100,35,100,100,0,35,20,0,0,100,100,59,87,0,100,0,100,0,0,81,2,43,100,100,39,100,48,100,67,100,100,62,100,0,0
299,100,65,65,100,100,100,0,100,75,0,100,100,100,100,100,100,65,0,100,100,0,29,69,0,0,0,0,0,0,100,15,74,41,88,24,100,32,100,100,100,100,0,100,0,0
300,50,75,0,0,0,75,0,100,35,0,100,0,100,100,0,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,0,75,0,0,100,0,0,100,35,0,100,35,75,100,0,100,100,0,0,100,100,82,99,0,100,0,100,0,0,60,54,48,100,74,41,15,0,100,100,74,100,60,100,0,100
302,0,0,65,100,100,100,20,0,35,0,100,0,35,100,0,100,75,50,100,100,100,37,52,100,0,0,100,0,0,30,73,57,100,75,100,58,41,100,48,100,100,100,100,0,0
303,0,75,100,100,100,50,20,100,75,0,100,100,75,100,0,100,35,0,100,100,0,100,100,100,0,0,100,0,0,100,25,100,100,100,75,100,100,100,45,100,100,100,100,0,100
304,0,75,0,0,100,50,0,0,35,0,100,0,0,100,0,100,65,0,0,100,100,11,55,0,0,0,100,0,0,25,0,38,100,58,4,58,0,100,0,100,58,2,100,0,0
305,75,75,0,0,100,0,0,0,20,0,100,0,75,100,0,100,20,50,0,100,0,76,92,0,100,0,100,0,0,99,2,100,100,100,75,100,9,100,100,100,100,99,100,0,0
306,75,75,0,0,100,0,0,100,35,0,100,0,100,100,100,35,0,0,0,100,0,26,74,0,0,0,100,0,0,66,44,0,20,90,42,1,0,87,73,100,100,78,0,0,100
307,0,75,0,0,100,0,0,100,35,0,100,35,0,100,0,100,0,50,0,100,100,33,64,0,0,0,100,0,0,83,60,100,100,100,67,100,100,100,100,100,100,100,100,0,0
308,75,75,50,20,100,0,0,100,20,0,100,0,75,100,0,100,0,75,0,0,100,100,100,100,100,0,100,0,0,100,15,100,100,100,75,100,58,75,72,100,100,100,0,0,100
309,0,75,100,100,100,75,20,100,65,0,100,0,100,100,0,100,0,0,100,0,100,100,100,100,100,0,100,0,0,100,34,100,100,100,100,100,100,100,100,73,100,100,100,0,100
310,50,75,0,35,100,50,50,100,35,0,100,0,35,100,0,100,0,0,0,100,100,7,23,100,0,0,0,0,0,19,15,75,100,87,6,100,100,100,100,100,84,89,0,0,0
311,100,75,100,0,100,0,0,100,75,0,100,0,35,100,0,100,65,0,100,100,100,96,99,100,0,0,100,0,0,100,100,46,100,100,100,100,100,100,100,100,100,100,100,0,100
312,100,65,20,0,100,100,0,100,35,0,100,35,0,100,0,100,50,0,0,100,100,70,87,0,0,0,100,0,0,100,38,38,100,75,25,0,0,100,100,100,100,90,100,0,100
313,0,75,0,0,100,0,0,100,20,0,100,100,100,100,0,100,75,50,0,100,100,23,46,100,100,0,0,0,0,100,8,49,40,100,62,100,100,100,77,100,62,100,100,0,100
314,0,0,100,100,100,100,0,100,65,0,100,0,35,100,0,100,50,0,100,0,100,100,100,100,0,0,100,0,0,99,34,100,100,100,100,88,58,88,75,100,100,100,0,0,100
315,0,0,0,100,100,0,0,100,35,0,100,0,75,100,0,100,0,0,0,100,100,37,77,100,0,0,100,0,0,49,26,65,65,100,29,74,46,100,100,100,87,100,100,0,100
316,75,75,0,0,100,0,0,50,0,0,100,0,35,100,100,100,0,0,0,100,0,4,46,0,0,0,100,0,0,2,3,100,100,50,12,100,100,100,27,100,100,99,0,0,100
317,20,75,0,0,100,0,0,100,20,0,100,0,0,100,0,35,0,0,100,100,100,71,96,0,100,0,0,0,0,97,18,100,100,78,63,100,100,100,100,100,100,100,100,0,100
318,100,75,65,0,100,0,0,100,35,0,100,0,75,100,0,100,0,75,0,100,0,2,25,0,0,0,100,0,0,69,92,88,9,42,43,50,22,100,100,100,100,93,100,0,100
319,0,75,75,100,100,100,75,100,75,0,100,35,100,100,0,100,75,75,100,100,100,16,37,0,0,0,100,0,0,84,14,100,46,67,0,100,58,100,100,100,100,97,0,0,0
320,50,75,75,0,100,75,75,100,65,0,100,0,100,100,0,100,20,50,0,100,100,97,99,0,100,0,0,0,0,99,56,100,100,67,75,100,34,100,100,100,100,100,100,0,0
321,50,75,0,20,100,0,0,100,20,0,100,100,0,100,0,100,50,0,0,100,0,14,47,0,0,0,100,0,0,99,1,100,41,71,46,41,37,100,15,100,100,86,100,0,0
322,100,75,20,100,100,50,0,100,50,0,100,100,100,100,0,100,100,0,0,0,100,100,100,100,0,0,0,0,0,100,97,100,100,100,100,100,100,100,100,100,100,100,100,0,100
323,20,65,0,100,100,0,0,100,35,0,100,35,0,100,0,100,35,0,0,100,0,16,51,0,0,0,100,0,0,87,31,44,35,48,41,79,38,1,32,100,82,93,0,0,0
324,75,65,0,20,100,0,0,100,20,0,100,0,0,100,0,100,50,0,0,100,100,28,53,0,0,0,0,0,0,89,28,100,100,82,29,100,100,100,100,100,85,100,0,0,100
325,0,75,0,20,100,0,0,100,20,0,100,20,35,100,0,100,50,50,0,100,0,2,21,0,0,0,100,0,0,13,22,100,42,72,16,100,44,100,44,100,100,98,0,0,100
326,100,75,0,0,100,0,0,100,35,0,100,0,75,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,100,0,100,100,100,50,0,0,100,0,100,0,75,100,0,100,100,0,100,100,0,10,91,0,0,0,0,0,0,87,50,48,59,59,75,75,38,100,100,100,100,100,100,0,0
328,100,75,65,0,100,0,0,100,50,0,100,0,75,100,0,100,35,75,0,100,100,100,100,100,100,0,100,0,0,100,13,100,100,100,100,83,33,100,85,100,100,100,100,0,100
329,100,75,50,35,100,0,0,100,75,0,100,20,75,100,0,100,100,0,0,0,100,100,100,100,100,0,0,0,0,100,97,100,100,100,100,100,100,100,100,100,100,100,100,0,100
330,0,75,100,100,100,100,100,100,100,100,100,0,100,100,0,100,100,0,100,100,0,31,80,0,100,0,0,0,0,99,96,63,68,63,100,47,44,100,100,100,100,100,100,0,100
331,0,75,0,0,100,0,0,50,35,0,100,35,100,100,0,35,35,75,100,100,100,76,96,100,100,0,100,0,0,86,100,100,100,100,74,100,40,100,100,100,100,100,100,0,100
332,100,75,0,0,100,20,0,100,20,0,100,0,75,100,0,100,0,0,0,100,0,25,60,0,0,0,100,0,0,100,0,100,100,40,0,0,0,30,100,100,100,0,100,0,100
333,100,75,100,35,100,100,50,0,100,0,100,100,100,100,0,100,100,100,100,100,100,11,43,100,0,0,100,0,0,90,34,100,100,67,38,38,25,100,100,100,87,12,100,0,0
334,100,75,35,0,100,0,0,100,20,0,100,0,75,100,0,100,0,0,0,100,100,97,100,0,100,0,100,0,0,100,78,100,100,67,100,100,58,100,87,100,100,100,100,0,100
335,50,0,0,0,100,100,0,100,20,0,100,0,0,100,0,100,20,0,0,100,100,81,86,0,0,0,0,0,0,100,94,100,100,48,40,74,50,100,100,100,100,100,100,0,0
336,0,0,50,35,100,50,0,100,35,0,100,0,75,100,0,100,20,0,100,0,100,87,98,100,100,0,100,0,0,100,1,88,100,63,100,45,0,36,45,100,100,99,100,0,0
337,0,75,100,100,100,100,0,100,50,0,100,0,75,100,100,100,20,0,100,100,0,8,44,0,0,0,100,0,0,98,21,100,56,44,23,0,0,100,100,100,100,63,100,0,0
338,35,65,0,0,100,0,0,0,20,0,100,0,0,100,0,35,20,0,0,100,100,8,26,0,0,0,100,0,0,27,16,58,46,62,12,100,100,68,69,100,100,98,0,0,100
339,0,65,50,35,100,0,50,50,35,0,100,0,100,100,0,100,0,75,0,100,100,35,80,0,0,0,0,0,0,90,77,84,100,48,50,100,0,100,100,100,100,54,100,0,0
340,0,65,0,0,100,20,0,100,20,0,100,20,100,100,0,100,20,0,0,100,0,5,20,0,0,0,100,0,0,96,17,100,35,48,0,74,20,50,100,100,100,42,0,0,0
341,75,75,0,20,100,0,0,100,65,0,100,0,100,100,0,35,65,50,0,0,100,100,100,100,100,0,100,0,0,100,9,100,100,100,88,67,43,100,53,100,100,100,0,0,100
342,50,75,0,0,100,75,0,100,50,0,100,35,35,100,0,100,65,0,0,100,0,99,100,100,100,0,100,0,0,100,6,100,100,50,66,100,100,100,100,42,100,100,100,0,100
343,100,0,100,100,100,50,75,100,50,0,100,0,100,100,100,100,0,0,100,100,100,12,38,100,0,0,0,0,0,46,20,67,100,100,44,100,98,100,100,100,100,98,0,0,0
344,50,75,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,100,100,24,68,0,0,0,100,0,0,45,25,100,89,59,38,100,100,100,100,100,100,100,100,0,0
345,0,75,100,0,100,50,75,100,75,0,100,0,100,0,0,100,75,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,75,75,0,0,100,75,0,100,20,0,100,0,75,100,0,100,0,0,0,100,0,6,35,100,0,0,100,0,0,99,11,43,100,66,0,0,0,100,100,12,100,6,0,0,0
347,50,75,0,35,100,0,75,100,35,0,100,100,75,100,0,100,100,0,0,100,0,5,38,0,100,0,100,0,0,22,1,0,0,36,10,100,84,100,100,100,100,7,0,0,0
348,0,65,0,0,100,50,0,100,20,0,100,0,75,100,0,100,35,0,100,100,100,0,9,100,0,0,100,0,0,7,4,100,46,87,19,0,0,100,100,66,97,28,0,0,100
349,0,0,100,100,100,100,100,50,100,0,100,0,100,100,0,100,100,0,100,100,100,59,70,0,0,0,100,0,0,100,17,40,100,84,21,0,0,100,100,100,100,51,100,0,0
350,20,75,0,0,100,50,0,100,35,0,100,35,0,100,0,100,75,0,0,100,0,9,37,100,100,0,100,0,0,70,37,74,66,59,0,100,100,100,100,100,87,12,0,0,0
351,0,75,0,0,100,20,0,100,35,0,100,0,100,100,0,100,50,0,0,100,100,78,97,0,100,0,100,0,0,86,16,100,88,87,20,46,31,100,100,100,100,100,100,0,100
352,50,75,0,0,100,0,75,100,35,0,100,100,75,100,0,100,35,0,0,100,100,94,96,0,0,0,0,0,0,100,10,100,100,100,32,75,40,100,100,100,100,100,100,0,100
353,100,75,50,0,100,0,0,100,35,0,100,0,100,100,0,100,35,0,0,100,100,12,79,0,100,0,100,0,0,8,52,0,0,88,50,100,67,100,100,100,100,0,100,0,0
354,0,75,0,100,100,75,0,50,35,0,100,35,75,100,0,35,35,0,0,0,0,100,100,100,0,0,100,0,0,100,6,100,100,100,100,100,43,100,47,100,100,100,100,0,100
355,50,35,0,0,100,0,0,0,0,0,100,100,0,100,100,35,75,0,0,100,100,17,79,0,0,0,100,0,0,72,35,31,46,75,39,100,75,88,100,100,100,98,100,0,100
356,0,0,0,0,0,50,0,50,20,0,100,0,0,100,0,100,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,50,75,0,20,100,0,0,100,20,0,100,35,0,100,0,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,50,75,0,0,100,75,0,0,0,0,100,20,75,100,0,100,0,0,0,100,0,3,45,0,0,0,100,0,0,5,10,9,0,62,31,0,0,100,100,100,100,0,0,0,0
359,20,75,0,0,100,75,0,100,35,0,100,100,100,100,0,100,35,0,0,100,0,99,100,0,100,0,100,0,0,100,98,85,100,100,48,100,72,100,100,100,100,100,100,0,100
360,100,75,50,35,100,100,0,100,35,0,100,0,75,100,0,35,100,0,100,100,100,11,33,0,100,0,100,0,0,4,11,100,100,87,22,87,50,100,100,100,100,99,0,0,0
361,100,75,50,0,100,75,0,100,65,0,100,0,100,100,0,35,100,0,0,100,0,26,49,0,100,0,0,0,0,67,38,100,100,100,35,86,47,100,100,100,100,99,100,0,100
362,35,75,0,0,100,0,0,100,0,0,100,0,0,100,0,100,35,0,0,100,100,6,27,0,0,0,100,0,0,4,27,100,50,46,34,100,100,100,100,100,100,91,100,0,0
363,0,75,0,0,100,75,100,100,35,0,100,100,100,100,0,100,50,0,100,0,100,100,100,100,0,0,0,0,0,100,92,100,100,100,88,88,88,50,46,100,100,100,100,0,100
364,0,75,0,0,100,100,0,100,20,0,100,0,0,100,0,100,65,0,0,100,100,0,11,0,0,0,100,0,0,26,5,100,31,36,31,100,31,100,100,100,100,99,0,0,100
365,0,75,0,0,100,0,0,100,20,0,100,0,100,100,0,100,35,0,0,100,0,12,32,0,100,0,100,0,0,73,47,88,100,79,37,100,100,100,100,100,79,98,100,0,100
366,0,75,0,0,100,0,0,100,35,0,100,0,75,100,0,100,0,0,0,100,100,0,0,0,0,0,100,0,0,5,16,0,100,61,4,48,0,36,100,100,100,0,0,0,100
367,0,65,0,100,100,0,0,50,20,0,100,100,0,100,0,100,100,0,0,100,100,100,100,0,100,0,0,0,0,0,100,100,100,88,100,100,46,100,100,100,100,100,100,0,100
368,35,75,0,0,100,0,0,100,35,0,100,0,75,100,0,100,0,0,0,100,100,53,67,0,0,0,0,0,0,100,79,100,100,66,46,100,100,100,67,100,100,100,0,0,0
369,0,75,100,0,100,75,20,50,50,0,100,0,100,100,0,100,65,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,100,75,35,100,100,20,0,100,65,0,100,35,75,100,0,100,35,50,0,100,0,25,59,100,0,0,100,0,0,2,39,88,74,50,33,100,100,100,100,100,88,100,100,0,0
371,20,75,0,0,100,0,0,100,0,0,100,100,0,100,0,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,0,75,0,0,100,0,0,100,0,0,100,0,75,100,100,100,35,0,0,100,100,6,33,100,0,0,100,0,0,34,17,74,100,66,36,100,100,100,100,100,69,90,0,0,100
373,20,75,0,0,100,0,0,100,20,0,100,0,100,100,0,100,50,0,0,100,100,63,82,100,100,0,100,0,0,100,54,100,100,91,47,100,100,100,100,100,100,100,100,0,0
374,0,75,100,0,100,100,75,100,65,0,100,0,75,100,0,100,35,100,0,0,100,100,99,100,100,0,0,0,0,100,93,100,100,100,63,100,100,100,100,100,100,100,100,0,100
375,0,0,50,100,100,75,0,100,50,0,100,0,0,100,0,100,100,0,100,100,0,94,98,100,0,0,0,0,0,98,71,100,100,100,67,100,100,100,100,100,100,100,100,0,0
376,50,75,0,0,100,0,0,100,20,0,100,0,35,100,0,100,0,0,100,100,100,90,95,0,100,0,100,0,0,89,67,100,100,88,46,35,0,100,100,100,100,95,100,0,100
377,75,75,0,100,100,100,0,100,35,0,100,35,0,100,0,100,35,0,0,0,0,100,100,100,100,0,100,0,0,100,41,66,100,100,100,100,81,100,100,100,100,100,100,0,100
378,0,0,0,0,100,0,0,100,20,0,100,0,75,100,0,35,0,0,0,0,100,100,100,100,0,0,0,0,0,100,99,100,100,100,100,100,100,100,100,100,100,100,100,0,100
379,75,75,0,0,100,0,0,100,20,0,100,100,0,100,0,100,50,0,0,0,100,98,99,100,100,0,0,0,0,100,91,100,100,100,67,100,100,100,82,100,100,100,100,0,100
380,50,75,35,100,100,50,0,100,75,0,100,35,75,100,0,100,50,0,100,100,100,5,26,0,0,0,100,0,0,4,96,100,100,75,38,100,79,100,100,100,100,100,0,0,100
381,75,65,20,0,100,50,0,100,50,0,100,0,35,100,0,100,35,0,0,100,0,15,58,0,0,0,100,0,0,99,0,48,100,0,7,45,0,0,37,100,78,0,100,0,0
382,50,75,65,100,100,0,0,100,75,0,100,100,35,100,0,100,75,75,100,100,100,47,64,100,100,0,100,0,0,99,49,100,100,88,17,100,100,100,100,100,100,100,100,0,100
383,0,75,20,0,100,100,50,100,35,0,100,100,75,100,0,100,35,75,100,100,0,100,100,100,100,0,100,0,0,100,29,100,100,88,75,88,75,100,49,100,100,100,100,0,100
384,0,75,100,100,100,100,100,100,100,100,100,0,75,100,0,100,100,100,100,100,100,100,100,0,0,0,0,0,0,100,9,100,100,88,50,100,100,100,100,100,100,100,100,0,100
385,100,75,75,20,100,100,0,100,65,0,100,20,75,100,0,100,20,100,0,0,100,100,100,100,100,0,0,0,0,100,91,100,100,100,100,100,100,100,100,100,100,100,0,0,100
386,75,75,0,0,100,0,0,100,20,0,100,100,0,100,0,100,50,0,0,100,100,72,96,100,0,0,0,0,0,97,76,100,100,100,88,100,100,100,100,100,100,100,100,0,0
387,75,75,75,100,100,0,0,100,75,0,100,100,100,100,0,100,75,75,100,100,100,90,95,100,100,0,0,0,0,100,67,100,88,88,50,100,100,100,100,100,100,100,100,0,100
388,0,75,100,35,100,100,75,100,75,0,100,0,75,100,0,100,35,75,100,100,0,44,70,100,0,0,100,0,0,97,0,38,100,100,50,100,0,100,100,100,100,62,100,0,100
389,100,75,100,100,0,50,0,100,75,0,100,0,75,100,0,100,75,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,75,65,0,35,100,100,20,100,50,0,100,0,35,100,0,100,100,0,100,100,100,86,95,0,100,0,100,0,0,95,0,29,100,87,39,100,19,100,100,100,100,94,100,0,0
391,75,75,0,0,100,100,0,100,35,0,100,35,35,100,0,100,0,75,0,0,100,98,99,100,100,0,100,0,0,99,65,100,100,100,67,100,100,100,100,100,100,100,100,0,100
392,0,35,20,20,100,75,0,100,75,0,100,0,75,100,0,100,100,0,100,0,100,100,100,100,0,0,100,0,0,100,2,100,100,100,100,100,0,100,44,100,100,100,100,0,100
393,0,75,75,20,100,100,0,100,100,0,100,0,35,100,0,100,100,0,100,0,100,3,19,0,0,0,0,0,0,100,85,100,100,100,46,100,75,100,87,100,100,100,0,0,100
394,0,0,100,100,100,100,75,100,75,50,100,0,100,100,0,100,100,0,100,100,100,2,15,0,0,0,100,0,0,3,88,100,88,75,38,100,83,100,100,100,100,100,0,0,100
395,100,75,0,0,100,0,0,100,20,0,100,100,75,100,0,100,50,75,0,100,100,91,99,0,0,0,0,0,0,100,4,100,100,100,100,88,43,100,61,100,100,100,100,0,0
396,100,75,100,100,100,75,100,100,75,50,100,0,0,100,0,100,100,100,100,0,100,100,100,100,100,0,100,0,0,100,71,100,100,100,100,100,100,62,46,100,100,100,0,0,100
397,0,75,100,35,100,100,75,100,75,0,100,0,75,100,0,100,100,100,100,100,0,30,60,0,0,0,0,0,0,2,0,0,67,41,12,82,0,10,100,100,100,32,100,0,0
398,0,75,100,35,100,50,100,0,65,0,100,0,100,100,0,100,35,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,20,75,35,100,100,50,0,100,75,0,100,35,35,100,0,100,50,0,100,100,100,4,22,0,0,0,100,0,0,2,75,100,92,65,40,100,75,100,100,100,100,100,0,0,100
400,50,75,50,100,100,50,0,100,75,0,100,35,100,100,0,100,50,0,100,0,100,100,100,100,100,0,0,0,0,100,1,100,100,100,100,0,0,100,99,100,100,99,0,0,100
401,75,75,0,100,100,75,0,100,35,0,100,0,75,100,0,100,20,0,0,100,100,43,93,0,100,0,100,0,0,98,0,100,100,50,44,100,0,100,44,50,100,88,100,0,0
402,0,65,0,100,100,75,0,0,20,0,100,0,0,100,0,35,0,0,0,100,100,34,88,0,0,0,100,0,0,100,96,100,100,49,62,100,100,100,100,100,100,100,100,0,100
403,75,75,0,100,100,20,0,100,35,0,100,0,35,100,0,100,0,75,0,100,100,70,86,0,100,0,0,0,0,100,100,100,74,100,44,100,87,87,100,100,100,100,0,0,0
404,0,75,100,100,100,100,100,100,75,50,100,0,100,100,0,100,65,100,100,100,100,14,44,0,0,0,0,0,0,83,50,61,67,80,34,100,37,100,100,100,100,99,100,0,0
405,0,75,20,0,100,75,20,100,50,0,100,0,0,100,0,100,50,0,0,100,100,100,100,0,100,0,100,0,0,100,96,25,100,88,100,100,34,100,100,100,100,100,100,0,100
406,75,75,0,100,100,0,0,100,35,50,100,100,0,100,0,100,65,0,0,100,100,8,48,100,100,0,100,0,0,90,1,88,11,100,35,100,49,100,100,100,100,87,100,0,100
407,0,75,0,100,100,100,0,100,75,0,100,0,75,100,0,100,35,0,0,100,100,29,73,0,0,0,100,0,0,95,59,100,100,75,67,88,48,100,100,100,100,100,100,0,100
408,100,75,100,0,0,0,75,0,50,0,100,100,100,100,0,100,65,100,100,100,100,63,76,0,0,0,0,0,0,99,43,100,100,67,31,100,100,100,100,100,100,100,100,0,100
409,35,75,0,0,100,0,0,0,20,0,100,100,0,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0,75,100,35,100,100,50,50,100,0,100,0,75,100,0,100,100,0,100,100,100,48,62,0,0,0,0,0,0,99,45,100,100,67,31,100,100,100,100,100,100,100,100,0,100
411,0,75,0,100,100,20,20,100,35,0,100,35,0,100,0,35,75,0,0,100,100,43,92,0,100,0,0,0,0,46,100,67,20,50,100,100,0,100,100,100,100,99,100,0,100
412,0,75,0,0,100,20,0,50,20,0,100,0,0,100,0,100,35,0,0,100,100,9,32,0,0,0,100,0,0,70,46,42,18,49,30,29,0,100,100,100,77,71,100,0,0
413,0,75,0,0,0,0,0,100,20,0,100,0,75,100,0,100,0,0,0,100,100,99,97,100,0,0,0,0,0,100,100,100,100,100,42,100,100,100,100,100,100,100,100,0,100
414,100,75,65,20,100,0,0,100,35,0,100,0,75,100,0,100,0,0,0,100,100,93,95,100,100,0,0,0,0,100,71,100,100,100,88,100,100,100,100,100,100,100,100,0,100
415,75,75,0,35,100,75,0,100,35,0,100,0,75,100,0,100,20,0,0,100,100,35,71,0,0,0,100,0,0,100,63,100,100,87,48,100,87,100,100,100,100,100,100,0,100
416,0,0,0,0,100,0,0,100,35,0,100,20,0,100,0,100,35,0,0,100,0,37,76,0,0,0,0,0,0,85,40,34,0,58,43,100,0,100,100,100,100,43,100,0,0
417,0,75,20,0,100,0,0,100,20,0,100,0,0,0,0,100,0,75,0,100,100,44,74,100,100,0,100,0,0,49,49,74,42,100,87,100,64,100,100,100,100,100,0,0,100
418,0,75,100,100,0,100,75,100,75,0,100,0,75,100,0,100,75,75,0,100,100,48,86,100,100,0,100,0,0,57,77,100,100,43,55,100,100,100,100,100,100,100,100,0,0
419,75,75,0,0,100,0,0,100,35,0,100,0,75,100,0,100,0,0,0,100,100,41,75,100,0,0,0,0,0,100,83,100,100,71,36,100,100,100,100,100,100,89,100,0,100
420,0,20,0,35,100,0,0,100,50,0,100,0,0,100,0,100,65,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,0,50,35,20,100,75,75,100,35,0,100,35,100,100,0,100,50,0,100,100,100,4,29,0,0,0,100,0,0,81,75,40,100,62,28,46,0,100,100,100,100,43,100,0,0
422,0,75,0,0,100,100,0,100,35,0,100,0,75,100,0,100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,75,75,0,0,100,0,0,100,20,0,100,0,75,100,0,100,0,0,0,100,100,8,29,0,0,0,0,0,0,77,99,48,33,50,50,100,29,100,100,100,100,100,100,0,0
424,100,75,50,35,100,50,50,100,65,0,100,0,75,100,0,100,50,0,0,100,100,100,100,0,100,0,100,0,0,100,4,100,100,81,100,100,33,100,50,100,100,100,100,0,100
425,100,75,0,20,100,50,75,100,75,0,100,0,0,100,0,100,65,0,0,0,100,100,100,100,0,0,100,0,0,100,79,100,100,100,100,88,88,100,57,100,100,100,100,0,100
426,75,65,0,35,100,0,0,100,20,0,100,0,0,100,0,100,65,0,0,100,100,80,87,0,0,0,0,0,0,100,63,100,100,75,48,100,75,100,100,100,100,100,0,0,0
427,75,75,0,20,100,0,0,100,50,0,100,0,75,100,0,100,35,0,0,100,0,98,98,0,100,0,100,0,0,100,71,100,100,80,80,100,51,100,43,100,100,100,0,0,100
